@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE gill-attachment {e, a, d, x, s, ?, p, f}
@ATTRIBUTE gill-spacing {c, d, ?, f}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-root {?, s, b, r, f, c}
@ATTRIBUTE stem-surface {y, ?, i, s, g, h, t, k, f}
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}

@DATA
e,3.24,x,d,4.57,2.85,?,?,y
e,19.51,a,d,7.48,23.26,?,?,w
e,49.66,p,?,7.44,33.13,?,k,n
e,7.5,p,?,5.85,12.26,?,?,e
p,1.27,?,?,4.76,2.44,?,s,n
e,7.22,x,c,6.14,15.97,?,s,w
e,2.47,a,c,3.72,6.32,?,?,e
e,8.17,p,?,7.42,14.38,?,?,y
e,5.58,x,c,4.64,10.39,?,?,w
e,19.59,e,?,11.87,18.82,s,?,w
p,1.5,?,?,4.82,2.42,?,s,n
p,10.33,d,c,8.49,15.93,?,?,p
p,4.94,x,c,5.76,11.94,?,?,w
p,0.85,?,c,4.05,2.79,?,?,n
e,4.04,p,?,4.94,10.95,?,?,n
e,10.08,e,c,15.29,12.47,?,s,w
e,12.56,e,?,13.16,18.79,s,?,w
p,5.17,?,?,9.76,12.46,?,s,w
e,3.44,?,c,6.75,3.11,?,?,w
p,1.43,?,?,3.5,1.54,?,?,n
e,7.34,s,c,5.73,9.09,b,i,n
p,0.89,?,c,3.06,2.29,?,?,n
p,2.01,?,c,6.24,2.78,?,?,n
e,15.53,d,c,2.81,17.22,?,?,w
p,5.07,s,d,5.04,12.63,?,i,y
p,3.56,a,?,6.01,3.56,?,y,y
p,9.23,a,?,11.76,14.16,s,?,n
p,6.82,?,?,7.38,13.97,s,?,w
e,3.25,x,d,3.74,2.53,?,?,y
p,6.2,a,c,7.23,7.43,?,i,n
p,0.83,d,?,4.92,1.12,?,?,o
p,2.6,x,c,8.61,3.91,?,?,n
e,5.29,x,c,6.52,9.15,?,s,n
e,9.82,d,c,5.03,16.79,?,?,w
p,3.12,a,c,4.6,3.91,?,i,w
p,0.86,d,?,4.7,0.99,?,?,o
e,11.94,a,c,7.43,24.11,s,?,w
p,2.59,f,f,4.96,24.28,?,g,w
p,7.18,s,c,5.1,10.49,?,?,p
e,10.73,s,c,7.76,21.38,?,?,b
p,9.42,d,c,9.23,16.82,?,?,p
e,10.78,?,?,7.05,25.65,b,?,n
p,4.18,x,c,5.51,4.16,?,i,g
e,13.67,e,?,9.87,16.61,s,?,w
e,5.04,s,d,4.31,9.44,?,s,g
e,7.4,p,?,5.69,12.28,?,?,e
p,5.11,x,c,5.87,11.94,?,?,w
p,0.73,a,?,4.24,1.05,?,s,k
p,4.31,x,?,5.34,6.67,?,?,w
p,8.8,a,d,9.13,31.56,?,?,w
p,1.67,?,?,5.04,2.53,?,s,n
e,4.77,p,?,5.95,13.49,?,?,n
p,2.86,d,c,2.68,7.06,?,?,w
e,4.11,x,d,4.64,3.52,?,?,y
e,4.98,f,f,6.09,35.66,?,?,n
e,6.4,e,?,13.14,13.24,?,s,n
e,2.78,?,c,5.32,2.35,?,?,w
e,9.14,s,c,5.79,9.02,b,i,n
p,2.12,?,c,5.53,3.12,?,?,n
p,8.92,f,f,3.43,25.94,?,g,n
e,3.51,a,c,4.01,6.25,?,?,e
e,6.55,a,d,6.98,6.49,?,t,w
p,2.54,a,d,2.78,2.25,?,h,w
p,0.99,a,d,3.32,1.6,?,?,n
e,1.09,?,?,2.43,1.31,?,?,w
e,5.06,x,c,6.87,4.44,?,?,w
p,10.7,d,c,8.7,18.34,?,?,p
p,13.33,s,?,8.65,17.65,?,i,n
e,11.1,p,?,8.7,22.4,?,?,n
e,7.36,p,d,8.03,12.4,?,s,n
e,6.42,e,c,4.64,12.27,?,?,w
p,0.66,a,?,3.62,0.98,?,s,k
p,4.22,x,d,5.81,4.45,?,?,n
e,4.51,x,c,6.8,10.42,?,s,n
e,19.3,?,?,28.18,20.98,s,?,n
p,4.15,f,f,0.0,0.0,f,f,f
e,7.96,e,c,7.03,9.78,?,i,w
e,7.77,x,c,8.77,21.01,?,s,w
p,2.81,a,d,3.25,2.22,?,h,w
e,8.32,s,c,6.71,30.44,?,?,w
e,9.82,s,c,8.11,19.59,b,?,u
p,12.63,p,?,8.33,28.1,c,?,y
e,7.13,x,c,7.73,20.74,?,s,w
p,1.45,?,?,4.09,1.6,?,?,n
p,15.35,d,c,6.33,35.54,?,k,k
e,9.49,e,?,8.52,17.99,?,y,w
e,14.44,?,?,23.73,18.9,s,?,n
e,4.19,x,c,4.54,4.79,?,s,n
p,15.29,d,c,5.07,26.73,?,?,n
e,8.27,p,?,7.7,21.0,?,?,n
e,4.05,?,c,6.62,7.87,?,s,w
p,18.42,d,c,5.96,35.11,?,k,k
p,7.31,s,?,5.51,7.26,?,y,n
p,0.67,d,?,4.45,0.88,?,?,o
e,7.3,d,?,3.55,9.29,?,?,w
p,15.02,d,d,7.68,30.27,?,?,w
p,3.2,s,?,4.03,2.51,?,?,n
p,4.7,d,c,5.55,5.95,?,?,e
e,3.41,a,c,4.2,6.48,?,?,o
p,3.11,d,d,3.15,2.3,?,h,w
p,6.56,a,c,8.9,10.1,?,y,y
p,4.4,p,?,3.92,5.45,?,k,n
p,2.88,d,c,2.85,6.34,?,?,n
p,5.66,x,c,5.73,9.79,?,?,w
p,3.11,a,?,8.0,2.46,?,?,n
e,6.82,a,d,5.86,4.96,?,t,g
e,5.33,e,c,4.79,9.09,?,y,n
e,17.91,?,?,26.44,22.18,s,?,n
p,11.77,a,d,10.96,35.15,?,?,w
e,4.11,a,?,5.37,7.18,?,?,r
p,4.2,?,c,5.63,6.69,?,?,w
e,9.1,p,?,12.88,25.21,?,y,w
p,5.24,e,?,5.95,6.63,?,?,y
e,7.64,e,c,9.47,10.71,?,i,n
e,2.63,?,d,6.12,4.96,?,?,w
p,3.28,s,c,6.08,6.62,?,y,n
e,5.68,s,?,4.3,7.13,?,?,w
e,3.96,x,c,7.74,8.19,b,?,w
p,5.28,a,c,5.11,6.44,?,y,n
p,4.22,f,f,5.3,27.34,?,g,w
p,4.15,a,?,4.66,7.94,?,?,y
e,19.57,a,d,8.03,25.43,?,?,w
e,6.2,f,f,8.12,57.8,?,?,n
p,4.45,x,d,5.29,4.8,?,?,y
p,9.0,x,?,8.63,20.05,s,?,u
p,6.16,s,c,4.41,9.75,?,?,p
p,8.92,f,f,3.37,24.1,?,g,n
p,3.88,?,?,9.44,5.86,?,?,w
p,9.12,d,c,6.15,14.63,?,?,n
p,11.83,p,?,9.34,27.75,c,?,y
p,6.51,?,?,10.12,12.15,?,s,w
e,1.7,a,?,4.95,1.44,?,?,g
p,1.91,?,?,7.42,2.83,?,?,y
p,6.27,x,c,5.07,15.58,?,?,y
e,8.04,d,c,5.08,15.38,?,?,w
e,5.5,d,d,5.63,10.92,?,?,w
e,4.03,x,c,6.77,3.8,?,?,w
e,5.19,p,?,5.99,12.1,?,?,e
p,0.74,a,?,3.98,1.06,?,h,k
p,2.8,f,f,3.56,15.32,?,g,n
p,1.52,?,c,4.63,2.7,?,?,n
p,11.14,d,c,6.63,15.05,?,?,n
e,8.95,s,c,6.82,29.09,?,?,w
e,3.32,x,d,5.09,2.85,?,?,y
p,8.77,d,?,4.66,14.21,?,t,n
p,1.27,f,f,3.53,5.37,?,?,y
p,6.82,d,c,6.12,6.21,?,i,n
p,4.78,x,d,6.77,5.68,?,?,y
p,7.86,x,?,9.58,20.38,s,?,n
e,1.16,a,?,5.78,1.02,?,?,n
e,10.07,x,c,8.05,17.26,?,?,w
p,5.74,?,c,3.36,12.65,?,?,y
p,4.24,x,d,6.14,5.04,?,?,n
e,9.92,e,c,7.14,10.16,?,i,n
p,1.31,?,?,4.43,2.32,?,s,n
p,2.44,a,?,5.59,2.25,?,s,g
e,3.76,d,c,4.81,5.98,?,?,g
p,11.19,?,c,11.67,16.52,?,?,w
p,6.2,a,c,9.78,9.69,?,y,y
p,3.53,f,f,3.94,16.04,?,g,g
e,4.64,a,c,4.1,9.29,?,?,w
e,6.05,s,d,5.0,10.68,?,s,g
p,6.33,a,?,8.27,9.76,?,?,e
e,21.29,p,?,21.13,82.82,?,?,n
e,3.04,?,c,4.62,6.15,?,s,w
p,12.0,p,?,8.87,25.13,c,?,y
p,7.77,f,f,2.4,22.62,?,g,n
p,4.39,x,c,6.01,4.88,?,i,n
e,5.13,x,c,8.74,12.14,b,?,w
e,4.1,a,c,4.62,9.22,?,?,w
p,6.63,d,c,5.0,8.91,?,?,n
e,6.26,x,c,7.49,10.74,?,s,n
p,7.94,x,c,7.36,12.45,?,?,w
e,7.9,p,?,11.39,24.82,?,y,w
e,2.32,d,d,6.61,3.68,?,i,n
p,2.83,d,c,2.92,7.47,?,?,w
p,8.62,a,?,9.85,16.18,s,?,n
p,5.68,x,?,14.08,6.31,r,g,n
e,10.01,e,c,7.18,10.1,?,i,w
e,20.16,a,d,7.96,27.95,?,?,w
e,5.37,x,c,6.37,8.99,?,s,n
p,3.42,a,c,3.73,3.78,?,i,u
p,10.04,d,c,6.58,15.01,?,?,n
p,1.97,?,c,5.91,3.25,?,?,n
p,3.34,x,c,8.76,4.05,?,?,n
p,5.99,?,?,6.95,12.69,s,?,w
e,12.36,d,d,9.82,15.5,?,i,n
p,3.47,f,f,0.0,0.0,f,f,f
e,9.84,d,c,5.88,24.93,?,?,w
e,21.77,p,?,18.14,37.09,s,y,w
e,4.2,d,d,3.85,6.75,?,?,w
p,3.47,s,c,5.91,8.45,?,?,w
e,5.01,a,d,6.16,5.65,?,s,o
p,11.08,p,?,12.17,34.97,c,?,n
p,1.5,a,?,3.42,2.53,?,?,w
e,7.7,e,c,5.13,10.06,?,y,n
e,20.34,p,?,15.62,34.13,s,y,w
p,6.76,e,c,12.59,12.37,?,y,w
p,0.73,a,?,3.79,0.98,?,h,k
p,6.96,?,?,8.6,13.42,s,?,w
p,4.62,x,?,5.28,6.83,?,?,w
p,5.42,d,c,6.23,6.31,?,?,e
e,3.1,p,?,4.22,9.95,?,?,y
p,1.14,?,c,4.18,2.81,?,?,n
e,2.63,a,d,5.72,5.14,?,s,n
p,4.26,x,?,4.47,6.59,?,?,w
e,10.55,e,?,11.91,17.52,s,?,w
p,1.57,?,?,6.54,2.64,?,?,y
p,3.6,x,c,5.23,2.76,b,s,n
p,17.88,d,d,7.33,31.29,?,?,w
p,8.61,x,?,14.49,7.38,r,g,n
e,3.37,d,c,4.53,6.12,?,?,g
e,9.46,d,d,6.67,12.95,?,?,w
e,14.05,e,?,9.36,17.04,?,?,w
e,18.02,d,c,9.51,26.91,s,?,w
e,8.7,e,c,16.89,11.3,?,s,w
e,9.41,p,?,8.23,18.83,?,?,n
p,14.05,e,?,17.88,17.45,s,y,w
e,3.81,a,c,4.4,8.89,?,?,w
p,3.4,a,?,5.0,3.56,?,y,y
p,1.47,d,d,2.41,2.76,?,s,n
p,3.77,x,c,6.77,3.95,?,i,g
p,6.71,e,?,7.09,14.96,?,y,w
e,8.17,s,c,6.27,10.0,b,i,n
e,20.02,a,d,6.96,22.8,?,?,w
e,6.35,x,c,7.54,17.17,?,s,w
e,4.69,p,?,5.48,12.89,?,?,e
e,2.97,a,?,5.98,7.2,?,?,w
e,9.23,a,?,6.74,14.44,?,?,g
e,6.68,x,c,6.43,13.16,?,?,w
p,5.54,s,d,6.35,16.16,?,i,y
p,3.74,x,c,4.98,2.9,b,s,n
p,3.47,e,c,3.93,3.33,?,k,w
e,6.96,e,c,6.37,10.48,?,y,n
p,1.3,?,?,3.62,1.44,?,?,n
p,1.85,a,?,3.78,2.41,?,?,w
p,8.08,?,?,14.86,17.3,?,?,w
e,6.71,p,d,5.88,10.61,?,s,n
p,10.19,a,d,11.45,26.78,?,?,w
e,8.1,s,c,6.26,19.05,b,?,u
p,1.95,a,?,3.82,2.41,?,?,w
e,5.01,x,c,4.03,5.07,?,s,n
p,9.01,e,c,13.53,12.38,?,y,w
p,3.67,d,c,3.23,6.07,?,?,n
p,5.59,d,c,5.64,6.18,?,i,n
p,10.54,x,?,9.27,19.85,s,?,g
p,2.68,a,c,4.65,4.01,?,i,u
p,7.79,s,c,4.89,9.97,?,?,p
p,9.89,s,?,6.14,16.34,?,i,n
e,9.57,?,?,10.7,16.73,b,?,w
p,4.33,a,c,5.65,7.38,?,g,o
p,6.99,e,c,11.47,12.35,?,y,w
p,3.17,d,c,3.51,6.0,?,?,n
p,1.26,?,?,3.96,1.46,?,?,n
p,13.7,e,?,17.84,17.91,s,y,w
e,3.56,a,d,5.22,3.21,?,s,g
e,12.51,s,c,8.81,22.06,?,?,u
p,2.57,d,?,2.92,5.33,?,?,y
p,0.82,?,c,3.04,2.18,?,?,n
p,15.02,e,?,16.62,16.6,s,y,w
e,6.53,e,c,5.03,9.76,?,y,n
p,1.58,?,?,3.31,1.47,?,?,n
p,21.68,p,?,5.8,36.51,?,?,n
p,3.74,x,c,7.52,3.57,?,?,p
p,6.89,?,?,8.93,15.67,s,?,w
p,6.15,?,?,11.86,14.03,?,s,w
p,2.16,a,c,6.39,2.31,?,t,y
e,3.0,a,c,4.01,8.65,?,?,w
p,4.44,a,c,5.77,7.03,?,g,o
p,4.5,e,?,5.58,6.28,?,?,o
p,3.72,a,?,3.98,6.39,?,?,w
p,1.76,?,?,6.48,2.44,?,?,y
e,9.83,?,?,5.11,25.43,?,?,n
e,8.09,s,c,6.68,10.16,b,i,n
e,6.46,x,c,7.91,11.93,?,s,n
p,4.91,x,d,6.12,5.59,?,?,n
p,1.14,f,f,3.42,5.37,?,?,y
p,2.48,a,?,5.93,2.45,?,?,n
e,4.78,f,f,4.99,17.85,?,?,n
e,7.61,d,?,3.34,7.87,?,?,w
e,14.82,e,?,10.03,17.8,?,?,w
e,6.9,p,?,5.49,12.01,?,?,e
e,5.55,x,c,4.22,5.59,?,y,n
e,2.87,d,c,3.84,4.42,?,?,n
p,1.15,a,d,3.59,1.71,?,?,e
e,5.35,x,c,5.16,5.91,?,s,n
e,4.66,x,c,6.19,3.36,?,?,w
e,3.58,?,c,5.27,6.21,?,s,w
e,11.3,e,?,9.48,16.5,s,?,w
p,8.89,a,d,10.36,33.39,?,?,w
e,8.44,d,c,4.98,15.73,?,?,w
e,5.82,f,f,5.49,20.41,?,?,n
e,9.36,s,c,6.95,30.68,?,?,w
p,3.14,?,?,4.71,6.23,?,?,e
p,3.72,x,c,6.47,5.22,?,i,g
e,4.7,x,c,8.2,9.89,b,?,n
p,4.68,?,c,9.66,8.5,?,?,y
p,13.04,d,c,4.69,21.72,?,?,g
e,10.31,p,?,7.08,21.84,?,?,n
p,2.94,a,?,8.76,2.44,?,?,g
e,11.38,d,d,9.55,15.76,?,i,n
p,3.48,f,f,3.78,16.05,?,g,n
p,2.53,s,?,3.84,2.17,?,?,n
e,4.53,p,?,5.52,12.86,?,?,n
e,10.82,x,?,6.86,25.48,?,?,w
e,4.66,p,?,5.12,10.99,?,?,e
p,3.68,x,c,3.82,2.44,b,i,n
e,1.73,d,?,7.46,2.37,?,t,y
p,8.26,a,c,8.22,8.55,?,i,n
p,2.92,f,f,0.0,0.0,f,f,f
p,5.17,?,c,3.51,12.0,?,?,y
p,8.78,?,?,8.14,14.07,s,?,w
p,0.85,a,?,3.85,1.08,?,s,k
p,5.37,s,d,6.22,15.75,?,i,y
e,8.56,s,?,9.33,12.51,?,t,n
p,1.33,a,?,3.76,1.26,?,t,n
p,12.02,p,?,8.53,27.77,?,?,u
p,5.28,f,f,0.0,0.0,f,f,f
p,3.05,x,?,4.87,6.42,?,?,w
p,3.35,a,c,5.29,5.08,?,s,u
e,7.47,a,?,7.35,13.71,?,?,g
e,20.41,p,?,15.63,36.25,s,y,w
e,14.27,?,?,28.21,20.72,s,?,n
p,5.43,a,?,8.27,10.3,?,?,y
p,8.13,a,c,9.73,10.02,?,y,y
e,4.95,x,c,6.44,4.09,?,?,w
p,4.07,a,c,5.49,7.37,?,g,o
p,1.36,?,?,4.49,2.22,?,s,n
p,6.93,d,c,6.11,10.23,?,?,n
p,1.49,?,?,3.36,1.45,?,?,n
e,2.9,p,?,5.47,11.84,?,?,y
p,6.15,d,c,5.61,9.7,b,?,n
e,14.65,p,?,14.45,33.84,s,y,w
p,5.1,?,?,8.89,13.21,?,s,w
p,7.62,e,c,11.82,11.73,?,y,w
p,5.14,?,c,3.65,11.99,?,?,y
p,7.83,e,c,13.2,13.26,?,y,w
p,1.01,a,d,3.23,1.92,?,?,e
e,6.54,a,c,4.53,15.69,?,?,w
p,1.9,a,?,4.4,2.43,?,?,w
p,4.43,d,c,6.52,7.44,?,?,n
p,5.02,f,f,6.25,39.06,?,g,w
e,6.38,a,c,5.09,14.44,?,?,w
e,3.92,a,d,5.53,3.95,?,s,g
p,1.87,?,?,8.17,3.06,?,?,y
p,7.07,d,c,7.74,10.31,?,?,n
e,8.36,s,c,7.77,19.96,?,?,b
p,7.28,a,?,8.33,9.11,?,?,e
p,8.2,d,c,6.27,8.4,?,?,e
p,7.77,x,c,7.35,13.1,?,?,w
p,4.78,p,?,3.9,5.35,?,k,n
p,11.44,d,?,5.72,13.49,?,?,w
p,5.08,e,?,7.99,7.6,?,?,y
p,3.43,f,f,3.12,12.75,?,g,n
p,4.95,s,d,6.01,14.6,?,i,y
p,3.22,a,?,9.23,2.33,?,?,n
p,7.51,d,?,4.44,11.21,?,t,g
e,8.62,s,c,6.66,20.15,?,?,u
e,9.48,d,d,6.48,13.55,?,?,w
e,3.63,p,?,4.1,9.13,?,?,n
p,3.31,a,c,4.2,6.04,?,y,o
p,6.63,d,?,4.46,12.86,?,t,g
e,8.29,p,?,11.7,26.91,?,y,w
e,4.35,x,c,6.48,4.14,?,?,w
e,5.78,e,?,12.02,13.11,?,s,w
p,9.9,x,?,8.94,19.98,s,?,u
e,3.44,d,?,5.28,5.72,?,t,w
e,3.99,x,c,7.38,7.29,b,?,n
e,5.49,?,?,8.81,15.5,b,?,w
p,3.33,x,c,4.24,3.03,b,i,n
p,1.38,a,?,3.64,1.44,?,t,n
p,1.11,?,?,3.39,1.23,?,?,n
e,21.61,p,?,18.29,37.71,s,y,w
e,3.9,a,d,7.45,5.64,?,s,n
p,2.94,?,?,9.69,5.55,?,?,w
e,4.21,e,?,5.17,10.72,b,?,y
p,4.71,s,c,6.9,8.51,?,y,n
p,7.69,f,f,3.06,22.94,?,g,n
p,4.85,a,c,6.26,8.74,?,g,o
e,8.54,x,c,6.89,14.64,?,?,w
e,9.05,x,?,6.74,20.13,?,?,w
p,0.83,a,d,3.38,1.39,?,?,e
e,4.48,x,c,7.03,4.26,?,?,w
e,4.7,s,?,4.93,8.71,?,?,w
e,7.27,a,c,5.81,13.76,?,?,g
e,4.19,f,f,6.67,52.3,?,?,n
e,5.17,f,f,4.03,12.22,?,?,y
e,14.28,d,c,2.54,14.08,?,?,w
e,7.08,e,?,13.71,13.87,?,s,w
p,1.86,d,d,2.61,2.54,?,s,n
e,1.01,?,?,2.95,1.51,?,?,w
e,10.05,e,c,6.48,11.36,?,i,n
p,12.65,f,f,4.22,25.96,?,g,n
p,5.9,?,c,0.0,0.0,f,f,f
p,3.85,x,c,5.48,3.92,b,s,n
p,9.05,s,c,3.75,9.29,?,?,p
p,17.33,d,c,6.82,35.02,?,k,k
p,4.6,f,f,0.0,0.0,f,f,f
e,9.44,e,c,15.88,12.55,?,s,w
e,5.38,d,d,6.17,12.75,?,?,w
e,13.62,e,?,12.76,17.85,s,?,w
p,0.76,?,c,2.9,2.53,?,?,n
p,1.04,a,d,3.1,1.67,?,?,n
p,3.11,a,?,4.14,7.27,?,?,y
e,7.58,x,c,7.28,18.37,?,s,w
p,6.72,s,d,5.21,15.39,?,i,y
p,6.23,?,?,9.9,12.55,?,s,w
p,5.23,a,?,7.95,10.12,?,?,e
e,9.36,e,c,6.17,9.68,?,i,n
p,2.99,a,?,10.69,2.56,?,?,n
e,7.27,?,?,5.01,24.22,?,?,n
e,1.64,a,?,7.05,2.7,?,t,y
p,3.95,f,f,0.0,0.0,f,f,f
e,1.19,a,?,6.21,1.11,?,?,n
e,8.21,s,?,10.49,13.12,?,i,n
p,4.19,?,c,6.78,7.83,?,?,w
e,9.12,e,c,20.58,11.56,?,s,w
p,3.8,s,c,5.43,6.25,?,y,l
p,3.21,a,c,4.91,4.09,?,s,u
p,3.12,f,f,0.0,0.0,f,f,f
e,9.76,?,?,3.83,23.31,?,?,n
p,3.98,a,c,5.97,7.22,?,g,o
p,5.56,?,?,9.35,11.39,?,s,w
p,3.39,s,c,4.94,7.83,?,?,w
e,5.23,e,c,5.31,12.46,?,?,w
p,11.9,s,?,7.19,18.06,?,i,n
e,6.23,d,d,5.16,13.27,?,?,w
p,4.07,a,c,5.64,5.62,?,s,u
e,5.57,d,d,5.79,12.82,?,?,w
e,6.85,x,c,5.86,14.65,?,s,w
p,12.82,e,?,11.11,14.53,?,?,w
e,8.1,e,c,5.39,9.58,?,i,w
p,3.03,d,c,2.74,5.84,?,?,n
e,1.36,?,d,4.91,2.44,?,?,w
e,3.37,f,f,6.17,6.18,?,?,o
e,10.34,p,?,8.16,22.24,?,?,n
e,10.03,s,c,7.07,18.34,?,?,u
p,2.17,?,?,9.15,3.11,?,?,y
p,8.12,e,?,8.6,17.14,?,y,w
p,6.06,d,c,4.8,10.39,b,?,n
p,3.34,a,?,4.77,5.21,?,t,r
e,6.57,s,d,5.0,10.02,?,s,g
p,21.54,d,c,6.62,34.35,?,k,n
p,2.35,?,?,8.51,3.13,?,?,y
e,4.5,?,c,6.13,6.55,?,s,w
e,7.69,p,?,5.45,12.27,?,?,e
e,2.57,a,d,5.58,3.53,?,i,n
e,8.52,p,?,6.63,14.1,?,?,e
p,9.2,s,c,7.19,21.07,?,y,u
e,10.87,e,?,11.23,18.75,s,?,w
p,16.12,d,d,8.2,30.59,?,?,w
p,7.81,?,?,15.16,18.13,?,?,w
p,14.2,d,c,5.06,27.51,?,?,g
p,5.96,d,c,6.27,8.48,?,?,e
p,9.01,?,c,11.24,16.45,?,?,w
p,2.06,?,c,5.84,2.47,?,?,n
p,5.63,d,c,6.7,6.11,?,?,e
e,3.77,x,d,4.0,2.76,?,?,y
e,2.4,?,d,6.96,4.76,?,?,w
p,8.45,f,f,3.08,22.66,?,g,n
e,12.32,?,?,11.29,20.35,b,?,w
e,11.55,?,?,10.06,15.33,b,?,w
p,6.8,?,c,1.54,17.72,?,?,y
e,17.87,p,?,14.74,33.94,s,y,w
p,2.21,f,f,0.0,0.0,f,f,f
p,5.47,s,?,4.88,6.61,?,y,n
p,4.87,?,c,3.83,13.2,?,?,y
p,3.97,a,?,5.11,8.42,?,?,w
e,1.15,?,?,2.95,1.46,?,?,w
p,7.04,?,c,1.21,11.94,?,?,n
p,10.4,d,c,9.56,16.95,?,?,p
e,10.77,e,?,8.64,16.95,s,?,w
p,0.81,a,?,3.59,0.93,?,h,k
e,10.8,?,c,5.35,19.7,?,?,w
e,6.97,p,?,7.57,16.18,?,?,y
p,8.12,d,?,4.47,13.37,?,t,n
p,7.98,d,c,8.08,14.84,?,?,p
p,0.66,d,?,4.2,0.97,?,?,y
e,2.45,d,d,2.73,4.74,?,?,w
p,5.27,s,d,6.54,14.69,?,i,y
e,3.8,d,?,6.09,8.18,?,t,o
p,4.9,s,d,6.01,14.99,?,i,y
p,5.67,p,?,3.9,7.15,?,k,n
e,6.96,x,c,8.6,10.47,?,s,n
p,6.82,d,?,4.52,12.77,?,t,r
e,7.61,f,f,5.22,18.1,?,?,y
e,12.15,?,?,11.85,18.67,b,?,w
e,2.43,a,d,6.27,3.45,?,i,n
p,7.68,d,?,5.07,13.56,?,?,w
p,7.47,e,c,13.11,12.82,?,y,w
e,10.45,x,?,6.34,22.42,?,?,w
p,0.72,?,?,3.36,0.68,?,?,w
p,4.44,x,d,5.25,4.96,?,?,y
e,5.91,p,?,6.62,13.72,?,?,y
e,1.07,a,?,5.5,0.99,?,?,n
p,3.77,x,c,8.43,3.7,?,?,n
e,9.87,e,c,7.36,10.41,?,i,n
e,53.72,p,?,7.76,47.03,?,k,k
e,1.42,a,?,5.3,1.67,?,?,g
e,8.6,e,c,8.49,10.73,?,i,w
p,2.75,d,c,3.13,8.36,?,?,w
e,6.26,x,c,4.7,5.5,?,s,n
e,6.95,s,d,5.89,10.85,?,s,g
p,2.07,a,c,3.28,3.38,?,i,w
e,15.07,?,?,26.83,19.52,s,?,n
e,8.09,a,?,6.97,13.84,?,?,w
p,1.04,a,d,2.72,1.39,?,?,e
p,5.27,d,c,5.56,6.66,?,i,n
p,2.61,a,?,3.08,5.51,?,?,y
e,4.68,a,d,5.96,4.86,?,k,o
p,10.33,s,?,6.32,17.42,?,i,n
p,7.73,d,?,5.7,12.96,?,?,w
e,2.75,p,?,3.98,8.36,?,?,n
p,11.12,a,c,11.83,13.23,?,y,n
p,6.48,d,c,5.15,7.32,?,?,e
p,12.14,d,d,5.61,30.38,?,?,w
p,9.59,x,c,7.15,11.54,?,?,w
p,2.15,?,?,4.42,5.2,?,?,e
p,19.32,p,?,5.66,53.94,?,?,n
p,1.48,a,?,4.0,1.38,?,t,n
p,5.51,e,?,7.42,6.54,?,?,k
e,3.42,f,f,6.35,7.3,?,?,y
p,1.53,?,?,4.76,2.33,?,s,n
p,5.59,a,c,5.59,6.69,?,i,n
e,13.81,d,c,7.92,25.19,s,?,w
p,3.17,f,f,0.0,0.0,f,f,f
e,3.06,f,f,6.78,6.83,?,?,y
p,4.44,s,d,3.91,10.6,?,i,y
p,9.35,?,c,1.46,15.08,?,?,n
e,4.6,x,c,6.16,3.72,?,?,w
p,14.36,s,?,7.79,18.43,?,i,n
p,4.17,?,c,8.89,7.97,?,?,y
p,6.29,a,?,7.46,9.87,?,?,e
p,5.33,?,c,1.19,13.26,?,?,n
p,4.16,f,f,0.0,0.0,f,f,f
e,3.83,p,?,4.93,10.65,?,?,y
p,1.37,a,?,5.3,2.0,?,s,n
p,5.42,x,?,5.93,7.4,?,?,w
p,10.67,a,?,12.25,21.65,r,?,o
e,1.1,?,?,2.23,1.32,?,?,w
p,1.04,a,d,2.78,1.56,?,?,n
p,8.83,p,?,7.81,23.58,c,?,n
p,5.76,x,c,5.09,15.27,?,?,y
p,5.21,p,?,3.54,6.0,?,k,n
e,3.92,x,d,4.7,3.03,?,?,y
e,10.77,s,c,7.14,19.53,?,?,b
e,10.51,p,?,8.39,21.89,?,?,n
e,1.56,?,d,4.99,2.39,?,?,w
p,1.03,a,d,2.84,1.49,?,?,e
e,15.93,a,d,6.82,21.33,?,?,w
e,5.75,e,?,11.72,11.34,?,s,w
p,6.7,d,c,5.76,9.63,?,?,e
p,2.8,x,c,7.37,3.59,?,?,n
p,17.0,d,c,4.98,25.56,?,?,g
p,4.6,?,?,11.26,6.81,?,?,w
p,1.75,a,c,6.46,2.41,?,t,y
p,3.05,f,f,3.9,17.07,?,g,n
e,8.56,p,?,6.55,16.61,?,?,n
e,8.58,s,c,7.35,19.47,?,?,u
p,1.96,?,?,7.33,2.72,?,?,y
e,4.68,x,c,5.6,5.5,?,s,n
p,4.1,x,c,4.15,10.35,?,?,w
e,8.68,p,d,7.74,13.29,?,s,n
p,3.17,a,?,9.14,2.66,?,?,g
p,7.33,e,?,7.11,11.91,?,y,w
e,4.65,x,c,6.85,4.28,?,?,w
p,16.89,d,d,8.15,31.76,?,?,w
e,4.09,x,c,7.04,4.14,?,?,w
p,2.83,?,?,4.28,5.81,?,?,e
e,10.23,d,c,5.41,24.48,?,?,w
p,3.18,?,c,8.79,7.64,?,?,y
p,17.46,d,d,5.79,27.02,?,?,w
